report,label,authority
تم الإبلاغ عن تعطل طريق سريع في حي الورد,تعطل طريق سريع,المرور
شوهد ماس كهربائي عند الطريق السريع في حي الخليج,ماس كهربائي,الدفاع المدني
اشتباه بحدوث حيوان ضال في حي النخيل,حيوان ضال,البلدية
تم رصد إزعاج سكني في منطقة المستشفى,إزعاج سكني,الشرطة
تم الإبلاغ عن تلوث مياه في حي الياسمين,تلوث مياه,وزارة البيئة
بلاغ عاجل عن ازدحام مروري الآن في حي النخيل,ازدحام مروري,المرور
تم رصد بلاغ إرهابي في منطقة المدرسة,بلاغ إرهابي,أمن الدولة
شوهد حريق عند الحديقة في حي الخليج,حريق,الدفاع المدني
تم رصد تهريب في منطقة المجمع التجاري,تهريب,الجمارك
تم الإبلاغ عن فقدان طفل في حي الياسمين,فقدان طفل,الشرطة
اشتباه بحدوث مشاجرة في حي الصحافة,مشاجرة,الشرطة
بلاغ عن غذاء فاسد في حي النرجس بالقرب من المدرسة,غذاء فاسد,هيئة الغذاء والدواء
تم الإبلاغ عن حادث مروري في حي الخليج,حادث مروري,المرور
تمت ملاحظة حالة مخالفات تجارية ويجب التحرك في حي الورد,مخالفات تجارية,وزارة التجارة
وجود دهس وتم طلب التدخل في حي الصحافة,دهس,المرور
وجود مخالفات تجارية وتم طلب التدخل في حي الياسمين,مخالفات تجارية,وزارة التجارة
وجود تهديد أمني وتم طلب التدخل في حي الجامعة,تهديد أمني,أمن الدولة
تم الإبلاغ عن تهريب في حي النرجس,تهريب,الجمارك
تم رصد غذاء فاسد في منطقة المنطقة الصناعية,غذاء فاسد,هيئة الغذاء والدواء
تم رصد غذاء فاسد في منطقة المسجد,غذاء فاسد,هيئة الغذاء والدواء
وجود تهريب وتم طلب التدخل في حي الورد,تهريب,الجمارك
بلاغ وارد يتضمن مواد منتهية في حي الصحافة,مواد منتهية,وزارة التجارة
وجود سرقة وتم طلب التدخل في حي النخيل,سرقة,الشرطة
تم رصد تلوث مياه في منطقة الحديقة,تلوث مياه,وزارة البيئة
بلاغ وارد يتضمن بلاغ إرهابي في حي الفلاح,بلاغ إرهابي,أمن الدولة
تمت ملاحظة حالة حادث مروري ويجب التحرك في حي الرياض,حادث مروري,المرور
تم الإبلاغ عن بلاغ إرهابي في حي الورد,بلاغ إرهابي,أمن الدولة
تم رصد غذاء فاسد في منطقة الطريق السريع,غذاء فاسد,هيئة الغذاء والدواء
شوهد غذاء فاسد عند المستشفى في حي الجامعة,غذاء فاسد,هيئة الغذاء والدواء
تم رصد تهريب في منطقة المنطقة الصناعية,تهريب,الجمارك
تم رصد غذاء فاسد في منطقة المستشفى,غذاء فاسد,هيئة الغذاء والدواء
وجود انفجار وتم طلب التدخل في حي الجامعة,انفجار,الدفاع المدني
بلاغ وارد يتضمن غذاء فاسد في حي السلام,غذاء فاسد,هيئة الغذاء والدواء
تم رصد حيوان ضال في منطقة الطريق السريع,حيوان ضال,البلدية
بلاغ وارد يتضمن تعطل طريق سريع في حي الصحافة,تعطل طريق سريع,المرور
بلاغ عاجل عن تهريب الآن في حي السلام,تهريب,الجمارك
بلاغ عاجل عن حيوان ضال الآن في حي الخليج,حيوان ضال,البلدية
تمت ملاحظة حالة مخالفات تجارية ويجب التحرك في حي الورد,مخالفات تجارية,وزارة التجارة
تمت ملاحظة حالة انفجار ويجب التحرك في حي الخليج,انفجار,الدفاع المدني
وجود تلوث مياه وتم طلب التدخل في حي الفلاح,تلوث مياه,وزارة البيئة
تمت ملاحظة حالة مواد منتهية ويجب التحرك في حي السلام,مواد منتهية,وزارة التجارة
بلاغ عاجل عن بلاغ إرهابي الآن في حي السلام,بلاغ إرهابي,أمن الدولة
مواطن يبلغ عن بلاغ إرهابي في حي الجامعة,بلاغ إرهابي,أمن الدولة
بلاغ وارد يتضمن بلاغ إرهابي في حي الصحافة,بلاغ إرهابي,أمن الدولة
اشتباه بحدوث مخالفات تجارية في حي النرجس,مخالفات تجارية,وزارة التجارة
بلاغ عاجل عن حريق الآن في حي الرياض,حريق,الدفاع المدني
تم الإبلاغ عن حيوان ضال في حي النخيل,حيوان ضال,البلدية
تم الإبلاغ عن احتجاز في مصعد في حي السلام,احتجاز في مصعد,الدفاع المدني
شوهد غذاء فاسد عند المركز التجاري في حي الخليج,غذاء فاسد,هيئة الغذاء والدواء
بلاغ عن تلوث مياه في حي النخيل بالقرب من المنطقة الصناعية,تلوث مياه,وزارة البيئة
اشتباه بحدوث ازدحام مروري في حي النرجس,ازدحام مروري,المرور
تم الإبلاغ عن تهديد أمني في حي الفلاح,تهديد أمني,أمن الدولة
مواطن يبلغ عن حيوان ضال في حي الخليج,حيوان ضال,البلدية
مواطن يبلغ عن غرق في حي الفلاح,غرق,حرس الحدود
اشتباه بحدوث حادثة بحرية في حي النرجس,حادثة بحرية,حرس الحدود
بلاغ وارد يتضمن حادثة بحرية في حي الصحافة,حادثة بحرية,حرس الحدود
اشتباه بحدوث غرق في حي الرياض,غرق,حرس الحدود
مواطن يبلغ عن حادثة بحرية في حي الياسمين,حادثة بحرية,حرس الحدود
مواطن يبلغ عن انفجار في حي الياسمين,انفجار,الدفاع المدني
بلاغ وارد يتضمن حيوان ضال في حي الورد,حيوان ضال,البلدية
تم رصد غذاء فاسد في منطقة السوق,غذاء فاسد,هيئة الغذاء والدواء
تم الإبلاغ عن حيوان ضال في حي الخليج,حيوان ضال,البلدية
تم رصد غرق في منطقة المستشفى,غرق,حرس الحدود
بلاغ عن حادثة بحرية في حي النخيل بالقرب من المنطقة السكنية,حادثة بحرية,حرس الحدود
بلاغ وارد يتضمن تهريب في حي النرجس,تهريب,الجمارك
بلاغ وارد يتضمن سطو مسلح في حي الورد,سطو مسلح,الشرطة
بلاغ عاجل عن غذاء فاسد الآن في حي الصحافة,غذاء فاسد,هيئة الغذاء والدواء
شوهد تهريب عند المسجد في حي الورد,تهريب,الجمارك
اشتباه بحدوث تلوث مياه في حي الرياض,تلوث مياه,وزارة البيئة
بلاغ عن تلوث مياه في حي الورد بالقرب من الطريق السريع,تلوث مياه,وزارة البيئة
بلاغ عاجل عن تهريب الآن في حي الصحافة,تهريب,الجمارك
بلاغ وارد يتضمن غرق في حي الرياض,غرق,حرس الحدود
تمت ملاحظة حالة غذاء فاسد ويجب التحرك في حي النخيل,غذاء فاسد,هيئة الغذاء والدواء
مواطن يبلغ عن تهريب في حي الياسمين,تهريب,الجمارك
شوهد حيوان ضال عند المنطقة السكنية في حي الخليج,حيوان ضال,البلدية
